"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8VX35VQZ","journalArticle","2013","Gaughan, Andrea E.; Stevens, Forrest R.; Linard, Catherine; Jia, Peng; Tatem, Andrew J.","High Resolution Population Distribution Maps for Southeast Asia in 2010 and 2015","PLoS ONE","","1932-6203","10.1371/journal.pone.0055882","http://dx.plos.org/10.1371/journal.pone.0055882","","2013-02-13","2016-09-30 09:12:46","2016-09-30 09:12:46","2016-09-30 09:12:46","e55882","","2","8","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/46MP22PK/Gaughan et al. - 2013 - High Resolution Population Distribution Maps for S.pdf","","","","Pappalardo, Francesco","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DAK7D9UN","journalArticle","2014","Deville, Pierre; Linard, Catherine; Martin, Samuel; Gilbert, Marius; Stevens, Forrest R.; Gaughan, Andrea E.; Blondel, Vincent D.; Tatem, Andrew J.","Dynamic population mapping using mobile phone data","Proceedings of the National Academy of Sciences","","0027-8424, 1091-6490","10.1073/pnas.1408439111","http://www.pnas.org/lookup/doi/10.1073/pnas.1408439111","","2014-11-11","2016-09-30 09:12:43","2016-09-30 09:12:43","2016-09-30 09:12:43","15888-15893","","45","111","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/B8D5HJWT/Deville et al. - 2014 - Dynamic population mapping using mobile phone data.pdf","","mapping-human-pop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJQN9WZE","journalArticle","2015","Deleu, Julie; Franke, Jonas; Gebreslasie, Michael; Linard, Catherine","Improving AfriPop dataset with settlement extents extracted from RapidEye for the border region comprising South-Africa, Swaziland and Mozambique","Geospatial Health","","1970-7096, 1827-1987","10.4081/gh.2015.336","http://www.geospatialhealth.net/index.php/gh/article/view/336","","2015-11-04","2016-09-30 09:12:40","2016-09-30 09:12:40","2016-09-30 09:12:40","","","2","10","","","","","","","","","","","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/ZZ6DI5RK/Deleu2015.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5T7DRJFS","journalArticle","2016","Lai, Shengjie; Qin, Ying; Cowling, Benjamin J; Ren, Xiang; Wardrop, Nicola A; Gilbert, Marius; Tsang, Tim K; Wu, Peng; Feng, Luzhao; Jiang, Hui; Peng, Zhibin; Zheng, Jiandong; Liao, Qiaohong; Li, Sa; Horby, Peter W; Farrar, Jeremy J; Gao, George F; Tatem, Andrew J; Yu, Hongjie","Global epidemiology of avian influenza A H5N1 virus infection in humans, 1997–2015: a systematic review of individual case data","The Lancet Infectious Diseases","","14733099","10.1016/S1473-3099(16)00153-5","http://linkinghub.elsevier.com/retrieve/pii/S1473309916001535","","2016-07","2016-09-30 05:22:06","2016-09-30 05:22:06","2016-09-30 05:22:06","e108-e118","","7","16","","","Global epidemiology of avian influenza A H5N1 virus infection in humans, 1997–2015","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/UEV8R8N6/2016LaiH5N1Lancet.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"447S4SKC","journalArticle","2015","Van Boeckel, Thomas P.; Brower, Charles; Gilbert, Marius; Grenfell, Bryan T.; Levin, Simon A.; Robinson, Timothy P.; Teillant, Aude; Laxminarayan, Ramanan","Global trends in antimicrobial use in food animals","Proceedings of the National Academy of Sciences","","0027-8424, 1091-6490","10.1073/pnas.1503141112","http://www.pnas.org/lookup/doi/10.1073/pnas.1503141112","","2015-05-05","2016-09-30 05:22:02","2016-09-30 05:22:02","2016-09-30 05:22:02","5649-5654","","18","112","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/9V2KVW8Z/2015Van BoeckelPNAS.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFBNNPA6","journalArticle","2016","Tisseuil, Clément; Gryspeirt, Aiko; Lancelot, Renaud; Pioz, Maryline; Liebhold, Andrew; Gilbert, Marius","Evaluating methods to quantify spatial variation in the velocity of biological invasions","Ecography","","09067590","10.1111/ecog.01393","http://doi.wiley.com/10.1111/ecog.01393","","2016-05","2016-09-30 05:21:53","2016-09-30 05:21:53","2016-09-30 05:21:53","409-418","","5","39","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/4BN4N3KI/2015Tisseuil.pdf","","modelling-invasions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PGBQU5PS","journalArticle","2015","Hill, Sarah C.; Lee, Youn-Jeong; Song, Byung-Min; Kang, Hyun-Mi; Lee, Eun-Kyoung; Hanna, Amanda; Gilbert, Marius; Brown, Ian H.; Pybus, Oliver G.","Wild waterfowl migration and domestic duck density shape the epidemiology of highly pathogenic H5N8 influenza in the Republic of Korea","Infection, Genetics and Evolution","","15671348","10.1016/j.meegid.2015.06.014","http://linkinghub.elsevier.com/retrieve/pii/S1567134815002464","","2015-08","2016-09-30 05:21:48","2016-09-30 05:21:48","2016-09-30 05:21:48","267-277","","","34","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/4M8N3J78/2015HillInfGen.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HVMSRMQX","journalArticle","2015","Gilbert, Marius; Conchedda, Giulia; Van Boeckel, Thomas P.; Cinardi, Giuseppina; Linard, Catherine; Nicolas, Gaëlle; Thanapongtharm, Weerapong; D'Aietti, Laura; Wint, William; Newman, Scott H.; Robinson, Timothy P.","Income Disparities and the Global Distribution of Intensively Farmed Chicken and Pigs","PLOS ONE","","1932-6203","10.1371/journal.pone.0133381","http://dx.plos.org/10.1371/journal.pone.0133381","","2015-07-31","2016-09-30 05:21:37","2016-09-30 05:21:37","2016-09-30 05:21:37","e0133381","","7","10","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/PJGUXW5S/2015GilbertPlosONE.pdf","","map-people-livestock; mapping-livestock","","Boulinier, Thierry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFJRAVXW","journalArticle","2015","Wallace, Robert G.; Bergmann, Luke; Kock, Richard; Gilbert, Marius; Hogerwerf, Lenny; Wallace, Rodrick; Holmberg, Mollie","The dawn of Structural One Health: A new science tracking disease emergence along circuits of capital","Social Science & Medicine","","02779536","10.1016/j.socscimed.2014.09.047","http://linkinghub.elsevier.com/retrieve/pii/S0277953614006145","","2015-03","2016-09-30 05:21:28","2016-09-30 05:21:28","2016-09-30 05:21:28","68-77","","","129","","","The dawn of Structural One Health","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/HCC76A2Z/2014Wallace.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RIGGMHM6","journalArticle","2014","Vergne, Timothée; Paul, Mathilde C.; Chaengprachak, Wanida; Durand, Benoit; Gilbert, Marius; Dufour, Barbara; Roger, François; Kasemsuwan, Suwicha; Grosbois, Vladimir","Zero-inflated models for identifying disease risk factors when case detection is imperfect: Application to highly pathogenic avian influenza H5N1 in Thailand","Preventive Veterinary Medicine","","01675877","10.1016/j.prevetmed.2014.01.011","http://linkinghub.elsevier.com/retrieve/pii/S0167587714000129","","2014-04","2016-09-30 05:21:24","2016-09-30 05:21:24","2016-09-30 05:21:24","28-36","","1","114","","","Zero-inflated models for identifying disease risk factors when case detection is imperfect","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/CCRIBF86/2014Vergne.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HJCQ8SQS","journalArticle","2014","Robinson, Timothy P.; Wint, G. R. William; Conchedda, Giulia; Van Boeckel, Thomas P.; Ercoli, Valentina; Palamara, Elisa; Cinardi, Giuseppina; D'Aietti, Laura; Hay, Simon I.; Gilbert, Marius","Mapping the Global Distribution of Livestock","PLoS ONE","","1932-6203","10.1371/journal.pone.0096084","http://dx.plos.org/10.1371/journal.pone.0096084","","2014-05-29","2016-09-30 05:21:18","2016-09-30 05:21:18","2016-09-30 05:21:18","e96084","","5","9","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/8FTJWAAW/2014Robinson.pdf","","map-people-livestock; mapping-livestock","","Baylis, Matthew","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G3GMZXV6","journalArticle","2014","Paul, Mathilde C.; Gilbert, Marius; Desvaux, Stéphanie; Rasamoelina Andriamanivo, Harena; Peyre, Marisa; Khong, Nguyen Viet; Thanapongtharm, Weerapong; Chevalier, Véronique","Agro-Environmental Determinants of Avian Influenza Circulation: A Multisite Study in Thailand, Vietnam and Madagascar","PLoS ONE","","1932-6203","10.1371/journal.pone.0101958","http://dx.plos.org/10.1371/journal.pone.0101958","","2014-07-16","2016-09-30 05:21:15","2016-09-30 05:21:15","2016-09-30 05:21:15","e101958","","7","9","","","Agro-Environmental Determinants of Avian Influenza Circulation","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/MW28H8IC/2014Paul.pdf","","","","Goldstein, Edward","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IKITUVVR","journalArticle","2014","Kärvemo, Simon; Van Boeckel, Thomas P.; Gilbert, Marius; Grégoire, Jean-Claude; Schroeder, Martin","Large-scale risk mapping of an eruptive bark beetle – Importance of forest susceptibility and beetle pressure","Forest Ecology and Management","","03781127","10.1016/j.foreco.2014.01.025","http://linkinghub.elsevier.com/retrieve/pii/S0378112714000279","","2014-04","2016-09-30 05:21:12","2016-09-30 05:21:12","2016-09-30 05:21:12","158-166","","","318","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/V9H65ISH/2014Karvemo.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7RQC6VE8","journalArticle","2015","Hartemink, Nienke; Vanwambeke, Sophie O.; Purse, Bethan V.; Gilbert, Marius; Van Dyck, Hans","Towards a resource-based habitat approach for spatial modelling of vector-borne disease risks: Resource-based habitats for vector-borne diseases","Biological Reviews","","14647931","10.1111/brv.12149","http://doi.wiley.com/10.1111/brv.12149","","2015-11","2016-09-30 05:21:09","2016-09-30 05:21:09","2016-09-30 05:21:09","1151-1162","","4","90","","","Towards a resource-based habitat approach for spatial modelling of vector-borne disease risks","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/SWPMV8TW/2014Hartemink.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KACMTNG6","journalArticle","2014","Cappelle, Julien; Zhao, Delong; Gilbert, Marius; Nelson, Martha I.; Newman, Scott H.; Takekawa, John Y.; Gaidet, Nicolas; Prosser, Diann J.; Liu, Ying; Li, Peng; Shu, Yuelong; Xiao, Xiangming","Risks of Avian Influenza Transmission in Areas of Intensive Free-Ranging Duck Production with Wild Waterfowl","EcoHealth","","1612-9202, 1612-9210","10.1007/s10393-014-0914-2","http://link.springer.com/10.1007/s10393-014-0914-2","","2014-03","2016-09-30 05:20:50","2016-09-30 05:20:50","2016-09-30 05:20:50","109-119","","1","11","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/A3KTU8XN/2014Cappelle.pdf","","transmission-dynamics-h5n1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DRG2RQAJ","journalArticle","2013","Thanapongtharm, Weerapong; Van Boeckel, Thomas P.; Biradar, Chandrashekhar; Xiao, Xiangming; Gilbert, Marius","Rivers and flooded areas identified by medium-resolution remote sensing improve risk prediction of the highly pathogenic avian influenza H5N1 in Thailand","Geospatial health","","","","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4868045/","","2013","2016-09-30 05:20:40","2016-09-30 05:20:40","2016-09-30 05:20:40","193","","1","8","","","","","","","","","","","","","","","Google Scholar","","","","/Users/simondellicour/Zotero/storage/PVWTEF3W/Thanapongtharm et al. - 2013 - Rivers and flooded areas identified by medium-reso.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56JKP5JQ","journalArticle","2013","Stevens, Kim B.; Gilbert, Marius; Pfeiffer, Dirk U.","Modeling habitat suitability for occurrence of highly pathogenic avian influenza virus H5N1 in domestic poultry in Asia: A spatial multicriteria decision analysis approach","Spatial and Spatio-temporal Epidemiology","","18775845","10.1016/j.sste.2012.11.002","http://linkinghub.elsevier.com/retrieve/pii/S1877584512000834","","2013-03","2016-09-30 05:20:24","2016-09-30 05:20:24","2016-09-30 05:20:24","1-14","","","4","","","Modeling habitat suitability for occurrence of highly pathogenic avian influenza virus H5N1 in domestic poultry in Asia","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/NHIFBEHI/2013StevensSpatSpatempEpi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NZJFK39H","journalArticle","2013","Mardulyn, Patrick; Goffredo, Maria; Conte, Annamaria; Hendrickx, Guy; Meiswinkel, Rudolf; Balenghien, Thomas; Sghaier, Soufien; Lohr, Youssef; Gilbert, Marius","Climate change and the spread of vector-borne diseases: using approximate Bayesian computation to compare invasion scenarios for the bluetongue virus vector <i>Culicoides imicola</i> in Italy","Molecular Ecology","","09621083","10.1111/mec.12264","http://doi.wiley.com/10.1111/mec.12264","","2013-05","2016-09-30 05:20:20","2016-09-30 05:20:20","2016-09-30 05:20:20","2456-2466","","9","22","","","Climate change and the spread of vector-borne diseases","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/JTA6WKFK/2013MardulynMolEcol.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6QVSSAAV","journalArticle","2013","Keune, H; Kretsch, C; De Blust, G; Gilbert, M; Flandroy, L; Van den Berge, K; Versteirt, V; Hartig, T; De Keersmaecker, L; Eggermont, H; Brosens, D; Dessein, J; Vanwambeke, S; Prieur-Richard, A H; Wittmer, H; Van Herzele, A; Linard, C; Martens, P; Mathijs, E; Simoens, I; Van Damme, P; Volckaert, F; Heyman, P; Bauler, T","Science–policy challenges for biodiversity, public health and urbanization: examples from Belgium","Environmental Research Letters","","1748-9326","10.1088/1748-9326/8/2/025015","http://stacks.iop.org/1748-9326/8/i=2/a=025015?key=crossref.2b8a64ae949ef5e5c96ccf4d64f14e32","","2013-06-01","2016-09-30 05:20:13","2016-09-30 05:20:13","2016-09-30 05:20:13","025015","","2","8","","","Science–policy challenges for biodiversity, public health and urbanization","","","","","","","","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/JP8MF248/2013KeuneEnvResLet.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WZBGKBG4","journalArticle","2013","Ippoliti, Carla; Gilbert, Marius; Vanhuysse, Sabine; Goffredo, Maria; Satta, Giuseppe; Wolff, Eléonore; Conte, Annamaria","Can landscape metrics help determine the Culicoides imicola distribution in Italy?","Geospatial health","","","","http://eprints.bice.rm.cnr.it/9438/","","2013","2016-09-30 05:20:09","2016-09-30 05:20:09","2016-09-30 05:20:09","267–277","","1","8","","","","","","","","","","","","","","","Google Scholar","","","","/Users/simondellicour/Zotero/storage/PVF4VWIB/2013IppolitiImicolaGeoHealth.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SWZ9CZI4","journalArticle","2013","Fuller, Trevon L.; Gilbert, Marius; Martin, Vincent; Cappelle, Julien; Hosseini, Parviez; Njabo, Kevin Y.; Abdel Aziz, Soad; Xiao, Xiangming; Daszak, Peter; Smith, Thomas B.","Predicting Hotspots for Influenza Virus Reassortment","Emerging Infectious Diseases","","1080-6040, 1080-6059","10.3201/eid1904.120903","http://wwwnc.cdc.gov/eid/article/19/4/12-0903_article.htm","","2013-04","2016-09-30 05:20:05","2016-09-30 05:20:05","2016-09-30 05:20:05","581-588","","4","19","","","","","","","","","","","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/WE8XRAIK/2013FullerReassortmentEID.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9I3D6GCD","journalArticle","2012","Van Boeckel, Thomas P.; Thanapongtharm, Weerapong; Robinson, Timothy; Biradar, Chandrashekhar M.; Xiao, Xiangming; Gilbert, Marius","Improving Risk Models for Avian Influenza: The Role of Intensive Poultry Farming and Flooded Land during the 2004 Thailand Epidemic","PLoS ONE","","1932-6203","10.1371/journal.pone.0049528","http://dx.plos.org/10.1371/journal.pone.0049528","","2012-11-19","2016-09-30 05:19:49","2016-09-30 05:19:49","2016-09-30 05:19:49","e49528","","11","7","","","Improving Risk Models for Avian Influenza","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/ERR768ZI/2012VanBoeckelPlosONE.pdf","","","","Baylis, Matthew","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QMFK2VWS","journalArticle","2012","Van Boeckel, Thomas P.; Thanapongtharm, Weerapong; Robinson, Timothy; D’Aietti, Laura; Gilbert, Marius","Predicting the distribution of intensive poultry farming in Thailand","Agriculture, Ecosystems & Environment","","01678809","10.1016/j.agee.2011.12.019","http://linkinghub.elsevier.com/retrieve/pii/S0167880912000035","","2012-03","2016-09-30 05:19:46","2016-09-30 05:19:46","2016-09-30 05:19:46","144-153","","","149","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/NNIKDWB5/2012VanBoeckelIntensivePoultryAGEE.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEEF88Z4","journalArticle","2012","Rigot, Thibaud; Conte, Annamaria; Goffredo, Maria; Ducheyne, Els; Hendrickx, Guy; Gilbert, Marius","Predicting the spatio-temporal distribution of Culicoides imicola in Sardinia using a discrete-time population model","Parasites & vectors","","","","http://parasitesandvectors.biomedcentral.com/articles/10.1186/1756-3305-5-270","","2012","2016-09-30 05:19:41","2016-09-30 05:19:41","2016-09-30 05:19:41","1","","1","5","","","","","","","","","","","","","","","Google Scholar","","","","/Users/simondellicour/Zotero/storage/BV82GIB8/2012RigotParasitesVectors.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K8RAIR9M","journalArticle","2013","Rigot, T.; Vercauteren Drubbel, M.; DeléColle, J.-C.; Gilbert, M.","Farms, pastures and woodlands: the fine-scale distribution of Palearctic <i>Culicoides</i> spp. biting midges along an agro-ecological gradient","Medical and Veterinary Entomology","","0269283X","10.1111/j.1365-2915.2012.01032.x","http://doi.wiley.com/10.1111/j.1365-2915.2012.01032.x","","2013-03","2016-09-30 05:19:38","2016-09-30 05:19:38","2016-09-30 05:19:38","29-38","","1","27","","","Farms, pastures and woodlands","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/5KBHFW8F/2012RigotFarmsMedVetEntomo.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MMQ9AU3V","journalArticle","2012","Linard, Catherine; Gilbert, Marius; Snow, Robert W.; Noor, Abdisalan M.; Tatem, Andrew J.","Population Distribution, Settlement Patterns and Accessibility across Africa in 2010","PLoS ONE","","1932-6203","10.1371/journal.pone.0031743","http://dx.plos.org/10.1371/journal.pone.0031743","","2012-02-21","2016-09-30 05:19:35","2016-09-30 05:19:35","2016-09-30 05:19:35","e31743","","2","7","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/86JAKC76/2012LinardAfripopPlosONE.pdf","","mapping-human-pop","","Schumann, Guy J-P.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X3N8KS48","journalArticle","2012","Gilbert, Marius; Pfeiffer, Dirk U.","Risk factor modelling of the spatio-temporal patterns of highly pathogenic avian influenza (HPAIV) H5N1: A review","Spatial and Spatio-temporal Epidemiology","","18775845","10.1016/j.sste.2012.01.002","http://linkinghub.elsevier.com/retrieve/pii/S1877584512000032","","2012-09","2016-09-30 05:19:32","2016-09-30 05:19:32","2016-09-30 05:19:32","173-183","","3","3","","","Risk factor modelling of the spatio-temporal patterns of highly pathogenic avian influenza (HPAIV) H5N1","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/KPUNQ4DP/2012GilbertPfeifferReview.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N3JUEFAH","journalArticle","2011","Van Boeckel, Thomas P.; Prosser, Diann; Franceschini, Gianluca; Biradar, Chandra; Wint, William; Robinson, Tim; Gilbert, Marius","Modelling the distribution of domestic ducks in Monsoon Asia","Agriculture, Ecosystems & Environment","","01678809","10.1016/j.agee.2011.04.013","http://linkinghub.elsevier.com/retrieve/pii/S0167880911001332","","2011-05","2016-09-30 05:19:28","2016-09-30 05:19:28","2016-09-30 05:19:28","373-380","","3-4","141","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/GN3AN7PS/2011VanBoeckelDuckAGEE.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U2A8DJQH","journalArticle","2012","Rigot, T.; Gilbert, M.","Quantifying the spatial dependence of Culicoides midge samples collected by Onderstepoort-type blacklight traps: an experimental approach to infer the range of attraction of light traps","Medical and Veterinary Entomology","","0269283X","10.1111/j.1365-2915.2011.00988.x","http://doi.wiley.com/10.1111/j.1365-2915.2011.00988.x","","2012-06","2016-09-30 05:19:25","2016-09-30 05:19:25","2016-09-30 05:19:25","152-161","","2","26","","","Quantifying the spatial dependence of Culicoides midge samples collected by Onderstepoort-type blacklight traps","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/2J6URJZB/2011RigotMedVetEntomo.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THRVI4HH","journalArticle","2011","Prosser, Diann J.; Wu, Junxi; Ellis, Erle C.; Gale, Fred; Van Boeckel, Thomas P.; Wint, William; Robinson, Tim; Xiao, Xiangming; Gilbert, Marius","Modelling the distribution of chickens, ducks, and geese in China","Agriculture, Ecosystems & Environment","","01678809","10.1016/j.agee.2011.04.002","http://linkinghub.elsevier.com/retrieve/pii/S0167880911001071","","2011-05","2016-09-30 05:19:22","2016-09-30 05:19:22","2016-09-30 05:19:22","381-389","","3-4","141","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/W6ZCKAU8/2011ProsserAGEE.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DWI8Z2MQ","journalArticle","2011","Martin, Vincent; Pfeiffer, Dirk U.; Zhou, Xiaoyan; Xiao, Xiangming; Prosser, Diann J.; Guo, Fusheng; Gilbert, Marius","Spatial Distribution and Risk Factors of Highly Pathogenic Avian Influenza (HPAI) H5N1 in China","PLoS Pathogens","","1553-7374","10.1371/journal.ppat.1001308","http://dx.plos.org/10.1371/journal.ppat.1001308","","2011-03-03","2016-09-30 05:19:15","2016-09-30 05:19:15","2016-09-30 05:19:15","e1001308","","3","7","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/B9PZD772/2011MartinH5N1ChinaPLOSPathogens.pdf","","","","Ferguson, Neil M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M7ABTBCD","journalArticle","2011","Loth, Leo; Gilbert, Marius; Wu, Jianmei; Czarnecki, Christina; Hidayat, Muhammad; Xiao, Xiangming","Identifying risk factors of highly pathogenic avian influenza (H5N1 subtype) in Indonesia","Preventive Veterinary Medicine","","01675877","10.1016/j.prevetmed.2011.06.006","http://linkinghub.elsevier.com/retrieve/pii/S016758771100208X","","2011-10","2016-09-30 05:19:12","2016-09-30 05:19:12","2016-09-30 05:19:12","50-58","","1","102","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/P5IWAKXB/2011LothIndonesiaF.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F6R92S25","journalArticle","2011","Linard, Catherine; Gilbert, Marius; Tatem, Andrew J.","Assessing the use of global land cover data for guiding large area population distribution modelling","GeoJournal","","0343-2521, 1572-9893","10.1007/s10708-010-9364-8","http://link.springer.com/10.1007/s10708-010-9364-8","","2011-10","2016-09-30 05:19:09","2016-09-30 05:19:09","2016-09-30 05:19:09","525-538","","5","76","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/GV6IICM4/2011LinardLandCoverHpopGeoJournal.pdf","","mapping-human-pop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WAD3RS7H","journalArticle","2011","Kausrud, Kyrre L.; Grégoire, Jean-Claude; Skarpaas, Olav; Erbilgin, Nadir; Gilbert, Marius; Økland, Bjørn; Stenseth, Nils Chr.","Trees Wanted—Dead or Alive! Host Selection and Population Dynamics in Tree-Killing Bark Beetles","PLoS ONE","","1932-6203","10.1371/journal.pone.0018274","http://dx.plos.org/10.1371/journal.pone.0018274","","2011-05-25","2016-09-30 05:19:06","2016-09-30 05:19:06","2016-09-30 05:19:06","e18274","","5","6","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/ECNZVXTF/2011KausrudPlosONE.pdf","","","","Perc, Matjaz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
